GOOG,0.0458
AAPL,0.06743
FB,0.2008
BABA,0.08494
AMZN,0.03525
GE,0.0
AMD,0.0
WMT,0.0
BAC,0.0
GM,0.0
T,0.0
UAA,0.0
SHLD,0.0
XOM,0.0
RRC,0.0
BBY,0.01587
MA,0.3287
PFE,0.20394
JPM,0.0
SBUX,0.01726
